# Fused multiply-add sites in MWCC game code (port/tools/fma_scan.py objs).
# file:line function kind count
melee/ft/kinds/ftCommon/ftCo_0A01.c:4192 ftCo_800A8940 fmadd 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4194 ftCo_800A8940 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4197 ftCo_800A8940 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4559 ftCo_800A9904 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4561 ftCo_800A9904 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:4562 ftCo_800A9904 fnmsub 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4566 ftCo_800A9904 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:4567 ftCo_800A9904 fnmsub 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4574 ftCo_800A9904 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4743 ftCo_800A9CB4 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4745 ftCo_800A9CB4 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:4746 ftCo_800A9CB4 fnmsub 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4750 ftCo_800A9CB4 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:4753 ftCo_800A9CB4 fnmsub 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4924 ftCo_800AA42C fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:4926 ftCo_800AA42C fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:4954 ftCo_800AA42C fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:5122 ftCo_800AAF48 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:5155 ftCo_800AAF48 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:5448 ftCo_800ABBA8 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:5448 ftCo_800ABBA8 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:5528 ftCo_800ABBA8 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:5530 ftCo_800ABBA8 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:5531 ftCo_800ABBA8 fnmsub 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:5534 ftCo_800ABBA8 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:5535 ftCo_800ABBA8 fnmsub 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:5654 ftCo_800AC5A0 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:5662 ftCo_800AC5A0 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:5714 ftCo_800AC7D4 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:5766 ftCo_800ACB44 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:5977 ftCo_800AD7FC fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:6156 ftCo_800ADE48 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:6163 ftCo_800ADE48 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:6916 ftCo_800AF290 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:6919 ftCo_800AF290 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:6924 ftCo_800AF290 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:6924 ftCo_800AF290 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:6982 ftCo_800AF78C fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:6983 ftCo_800AF78C fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:6983 ftCo_800AF78C fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:7250 ftCo_800B04DC fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:7252 ftCo_800B04DC fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:7379 ftCo_800B0AF4 fmadd 2
melee/ft/kinds/ftCommon/ftCo_0A01.c:7500 ftCo_800B0E98 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:7508 ftCo_800B0E98 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:7593 ftCo_800B101C fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:7675 ftCo_800B1478 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:7881 ftCo_800B21C8 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:8462 ftCo_800B33B0 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:8523 ftCo_800B33B0 fmadds 1
melee/ft/kinds/ftCommon/ftCo_0A01.c:8525 ftCo_800B33B0 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_0A01.c:8583 ftCo_800B33B0 fmadd 1
melee/ft/kinds/ftCommon/ftCo_0D8E.c:70 fn_800D8EC8 fmadd 1
melee/ft/kinds/ftCommon/ftCo_0D8E.c:73 fn_800D8EC8 fmadd 1
melee/ft/kinds/ftCommon/ftCo_0D95.c:58 fn_800D9558 fmadd 1
melee/ft/kinds/ftCommon/ftCo_0D95.c:60 fn_800D9558 fmadd 1
melee/ft/kinds/ftCommon/ftCo_0D95.c:61 fn_800D9558 fmadd 1
melee/ft/kinds/ftCommon/ftCo_0D95.c:71 fn_800D9558 fmadd 1
melee/ft/kinds/ftCommon/ftCo_0D95.c:147 fn_800D9930 fmadd 1
melee/ft/kinds/ftCommon/ftCo_0D95.c:149 fn_800D9930 fmadd 1
melee/ft/kinds/ftCommon/ftCo_0D95.c:150 fn_800D9930 fmadd 1
melee/ft/kinds/ftCommon/ftCo_AirCatch.c:159 ftCo_AirCatch_Anim fmadd 1
melee/ft/kinds/ftCommon/ftCo_AirCatch.c:162 ftCo_AirCatch_Anim fmadd 1
melee/ft/kinds/ftCommon/ftCo_AirCatch.c:223 ftCo_AirCatch_Anim fmadd 1
melee/ft/kinds/ftCommon/ftCo_Bury.c:244 ftCo_800C0D0C fmadds 2
melee/ft/kinds/ftCommon/ftCo_CaptureCut.c:128 ftCo_800DC920 fmadds 2
melee/ft/kinds/ftCommon/ftCo_CaptureKirby.c:15 sqrtf__Ff fnmsub 3
melee/ft/kinds/ftCommon/ftCo_CapturePulled.c:28 ftCo_800DA824 fmadds 2
melee/ft/kinds/ftCommon/ftCo_CapturePulled.c:54 fn_800DA8E4 fmadds 2
melee/ft/kinds/ftCommon/ftCo_CapturePulled.c:359 ftCo_800DB464 fmadds 2
melee/ft/kinds/ftCommon/ftCo_CliffClimb.c:106 ftCo_CliffClimb_Phys fmadds 1
melee/ft/kinds/ftCommon/ftCo_CliffJump.c:69 ftCo_8009B2F8 fmadds 1
melee/ft/kinds/ftCommon/ftCo_Damage.c:15 sqrtf__Ff fnmsub 3
melee/ft/kinds/ftCommon/ftCo_Damage.c:93 ftCo_Damage_CalcAngle fmadds 1
melee/ft/kinds/ftCommon/ftCo_Damage.c:239 calcAngle fmadds 1
melee/ft/kinds/ftCommon/ftCo_Damage.c:314 ftCo_8008DCE0 fmadds 1
melee/ft/kinds/ftCommon/ftCo_Damage.c:523 ftCo_8008E5A4 fmadds 1
melee/ft/kinds/ftCommon/ftCo_Damage.c:528 ftCo_8008E5A4 fmadds 1
melee/ft/kinds/ftCommon/ftCo_Damage.c:543 ftCo_8008E5A4 fmadds 1
melee/ft/kinds/ftCommon/ftCo_Damage.c:543 ftCo_8008E5A4 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_Damage.c:545 ftCo_8008E5A4 fmadds 1
melee/ft/kinds/ftCommon/ftCo_Damage.c:589 ftCo_Damage_OnExitHitlag fmadds 1
melee/ft/kinds/ftCommon/ftCo_Damage.c:589 ftCo_Damage_OnExitHitlag fnmsub 3
melee/ft/kinds/ftCommon/ftCo_Damage.c:1023 ftCo_Damage_Coll fnmsub 3
melee/ft/kinds/ftCommon/ftCo_Damage.c:1138 ftCo_DamageFly_Phys fnmsub 3
melee/ft/kinds/ftCommon/ftCo_DamageBind.c:35 commonCall fmadds 2
melee/ft/kinds/ftCommon/ftCo_DamageBind.c:56 ftCo_800C4550 fmadds 2
melee/ft/kinds/ftCommon/ftCo_DamageFall.c:32 calcShift fmadds 1
melee/ft/kinds/ftCommon/ftCo_DamageFall.c:50 ftCo_80090594 fmadds 1
melee/ft/kinds/ftCommon/ftCo_DamageFall.c:71 ftCo_80090690 fmadds 1
melee/ft/kinds/ftCommon/ftCo_DamageIce.c:193 ftCo_DamageIce_Init fmadds 1
melee/ft/kinds/ftCommon/ftCo_DamageIce.c:262 ftCo_DamageIce_HitWhileFrozen fmadds 1
melee/ft/kinds/ftCommon/ftCo_DamageIce.c:296 ftCo_DamageIce_OnHit2 fnmsubs 1
melee/ft/kinds/ftCommon/ftCo_DamageIce.c:433 ftCo_DamageIce_Collide fnmsub 3
melee/ft/kinds/ftCommon/ftCo_DamageIce.c:450 ftCo_DamageIce_Collide fnmsubs 1
melee/ft/kinds/ftCommon/ftCo_DamageSong.c:28 inlineA0 fmadds 2
melee/ft/kinds/ftCommon/ftCo_DamageSong.c:40 ftCo_800C318C fmadds 2
melee/ft/kinds/ftCommon/ftCo_Dash.c:140 ftCo_Dash_IASA fmadds 1
melee/ft/kinds/ftCommon/ftCo_DownBound.c:66 ftCo_800976A4 fmadds 1
melee/ft/kinds/ftCommon/ftCo_DownBound.c:80 ftCo_800976A4 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_Fall.c:185 ftCo_Fall_Anim_Inner fmadds 1
melee/ft/kinds/ftCommon/ftCo_FlyReflect.c:196 ftCo_800C18A8 fnmsubs 1
melee/ft/kinds/ftCommon/ftCo_FlyReflect.c:207 ftCo_800C18A8 fmadds 1
melee/ft/kinds/ftCommon/ftCo_FlyReflect.c:209 ftCo_800C18A8 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_Guard.c:156 ftCo_80091BC4 fmadds 1
melee/ft/kinds/ftCommon/ftCo_Guard.c:168 ftCo_80091BC4 fnmsub 3
melee/ft/kinds/ftCommon/ftCo_Guard.c:173 ftCo_80091BC4 fmadds 1
melee/ft/kinds/ftCommon/ftCo_Guard.c:196 ftCo_80091D58 fmadds 2
melee/ft/kinds/ftCommon/ftCo_Guard.c:243 ftCo_80091E78 fmadds 2
melee/ft/kinds/ftCommon/ftCo_Guard.c:406 ftCo_800925A4 fmadds 1
melee/ft/kinds/ftCommon/ftCo_Guard.c:653 ftCo_80092ED8 fmadds 2
melee/ft/kinds/ftCommon/ftCo_Guard.c:679 ftCo_80092F2C fmadds 2
melee/ft/kinds/ftCommon/ftCo_Guard.c:711 ftCo_80092F2C fmadds 2
melee/ft/kinds/ftCommon/ftCo_Guard.c:725 ftCo_80093240 fmadds 2
melee/ft/kinds/ftCommon/ftCo_Guard.c:742 ftCo_800932DC fmadds 2
melee/ft/kinds/ftCommon/ftCo_Guard.c:826 ftCo_GuardSetOff_Anim fmadds 2
melee/ft/kinds/ftCommon/ftCo_Guard.c:1081 ftCo_80094098 fmadds 2
melee/ft/kinds/ftCommon/ftCo_ItemThrow.c:544 ftCo_80095EFC fmadds 2
melee/ft/kinds/ftCommon/ftCo_JumpAerial.c:39 ft_800CB6EC fnmsubs 1
melee/ft/kinds/ftCommon/ftCo_JumpAerial.c:225 ftYs_JumpAerial_Enter fnmsubs 1
melee/ft/kinds/ftCommon/ftCo_JumpAerial.c:285 ftYs_JumpAerial_Anim_Cb fnmsubs 1
melee/ft/kinds/ftCommon/ftCo_JumpAerial.c:314 ftNs_JumpAerial_Phys_Cb fmadds 1
melee/ft/kinds/ftCommon/ftCo_Lift.c:151 ftCo_LiftTurn_Anim fmadds 1
melee/ft/kinds/ftCommon/ftCo_PassiveWall.c:102 ftCo_800C1E64 fnmsubs 1
melee/ft/kinds/ftCommon/ftCo_Rebound.c:23 ftCo_80099D9C fmadds 1
melee/ft/kinds/ftCommon/ftCo_Shouldered.c:44 ftCo_8009C640 fmadds 1
melee/ft/kinds/ftCommon/ftCo_SpecialS.c:48 doEnter fmadds 1
melee/ft/kinds/ftCommon/ftCo_StopWall.c:52 ftCo_8009EE30 fnmsubs 1
melee/ft/kinds/ftCommon/ftCo_Throw.c:561 ftCo_800DDDE4 fmadds 2
melee/ft/kinds/ftCommon/ftCo_Thrown.c:55 ftCo_800DE508 fmadds 2
melee/ft/kinds/ftCommon/ftCo_ThrownKirby.c:175 ftCo_ThrownKirbyStar_Phys fnmsub 3
melee/ft/kinds/ftCommon/ftCo_ThrownKirby.c:194 ftCo_ThrownKirbyStar_Coll fmadds 1
melee/ft/kinds/ftCommon/ftCo_ThrownKirby.c:225 ftCo_ThrownCopyStar_Phys fnmsub 3
melee/ft/kinds/ftCommon/ftCo_ThrownKirby.c:244 ftCo_ThrownCopyStar_Coll fmadds 1
melee/ft/kinds/ftCommon/ftCo_TurnRun.c:98 ftCo_TurnRun_Phys fnmsubs 1
melee/ft/kinds/ftCommon/ftCo_TurnRun.c:106 ftCo_TurnRun_Phys fmadds 1
melee/ft/kinds/ftCommon/ftCo_YoshiEgg.c:202 ftCo_800BC3D0 fnmsubs 1
melee/ft/kinds/ftCommon/ftpickupitem.c:64 ftpickupitem_80094150 fmadds 1
melee/ft/kinds/ftCommon/ftpickupitem.c:124 ftpickupitem_800942A0 fmadds 1
melee/ft/kinds/ftCommon/ftpickupitem.c:134 ftpickupitem_800942A0 fmadds 1
melee/ft/kinds/ftCrazyHand/ftcrazyhandwait10.c:266 ftCh_Wait1_0_Anim fmadds 1
melee/ft/kinds/ftCrazyHand/ftcrazyhandwait10.c:268 ftCh_Wait1_0_Anim fmadds 1
melee/ft/kinds/ftCrazyHand/ftcrazyhandwait10.c:389 ftCh_Init_80156AD8 fmadds 1
melee/ft/kinds/ftCrazyHand/ftcrazyhandwait10.c:391 ftCh_Init_80156AD8 fmadds 1
melee/ft/kinds/ftDonkey/ftdonkey.c:667 ftDk_Init_8010DB3C fmsubs 1
melee/ft/kinds/ftFox/ftfoxspecialhi.c:287 ftFx_SpecialAirHi_Phys fnmsubs 2
melee/ft/kinds/ftFox/ftfoxspeciallw.c:464 ftFx_SpecialLw_Turn fnmsubs 1
melee/ft/kinds/ftFox/ftfoxspeciallw.c:506 ftFx_SpecialLwTurn_Anim fnmsubs 1
melee/ft/kinds/ftFox/ftfoxspeciallw.c:527 ftFx_SpecialAirLwTurn_Anim fnmsubs 1
melee/ft/kinds/ftFox/ftfoxspeciallw.c:649 ftFx_SpecialLwTurn_Check fnmsubs 1
melee/ft/kinds/ftFox/ftfoxspeciallw.c:653 ftFx_SpecialLwTurn_Check fnmsubs 1
melee/ft/kinds/ftKirby/ftkirbyspecialkoopa.c:41 ftKb_SpecialNKp_800FA588 fmadds 2
melee/ft/kinds/ftKirby/ftkirbyspeciallw.c:166 ftKb_SpecialHi_800F3570 fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialn.c:223 ftKb_SpecialN_800F5B5C fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialn.c:294 ftKb_SpecialN_800F5DE8 fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialn.c:315 ftKb_SpecialN_800F5EA8 fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialn.c:793 ftKb_SpecialNCapture0_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialn.c:815 ftKb_SpecialNCapture_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialn.c:840 ftKb_SpecialNCapture1_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialn.c:845 ftKb_SpecialAirNCapture_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialness.c:30 ftKb_NsSpecialNStart_Anim_inline fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialness.c:117 ftKb_NsSpecialNStart_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialness.c:181 ftKb_NsSpecialAirNStart_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpikachu.c:70 ftKb_PkSpecialN_Anim fmadds 2
melee/ft/kinds/ftKirby/ftkirbyspecialpikachu.c:81 ftKb_PkSpecialN_Anim fmadds 2
melee/ft/kinds/ftKirby/ftkirbyspecialpikachu.c:116 ftKb_PkSpecialAirN_Anim fmadds 2
melee/ft/kinds/ftKirby/ftkirbyspecialpikachu.c:129 ftKb_PkSpecialAirN_Anim fmadds 2
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:205 ftKb_PrWallBounceEffect fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:348 ftKb_PrSpecialNLoop_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:367 ftKb_PrSpecialNFull_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:445 ftKb_PrSpecialNTurn_Anim fmadd 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:514 ftKb_PrSpecialAirNLoop_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:533 ftKb_PrSpecialAirNFull_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:615 ftKb_PrSpecialN_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:659 ftKb_PrSpecialNHit_Anim fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:877 ftKb_PrSpecialNTurn_Phys fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:879 ftKb_PrSpecialNTurn_Phys fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:883 ftKb_PrSpecialNTurn_Phys fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:885 ftKb_PrSpecialNTurn_Phys fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:1106 ftKb_PrSpecialN1_Coll fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:1113 ftKb_PrSpecialN1_Coll fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:1240 ftKb_PrSpecialAirN_Coll fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialpurin.c:1247 ftKb_PrSpecialAirN_Coll fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialseak.c:74 ftKb_SpecialNSk_8010603C fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialseak.c:477 fn_80106DB0 fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialseak.c:480 fn_80106DB0 fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialseak.c:484 fn_80106DB0 fmadds 1
melee/ft/kinds/ftKirby/ftkirbyspecialseak.c:487 fn_80106DB0 fmadds 2
melee/ft/kinds/ftKirby/ftkirbyyoshiegg.c:182 fn_8010B16C fnmsubs 1
melee/ft/kinds/ftKoopa/ftkoopaspecialn.c:66 ftKp_SpecialLw_80134ACC fmadds 2
melee/ft/kinds/ftLuigi/ftluigispecials.c:345 ftLg_SpecialS_Anim fmadds 1
melee/ft/kinds/ftLuigi/ftluigispecials.c:369 ftLg_SpecialAirS_Anim fmadds 1
melee/ft/kinds/ftLuigi/ftluigispecials.c:503 ftLg_SpecialSMisfire_Anim fmadds 1
melee/ft/kinds/ftLuigi/ftluigispecials.c:527 ftLg_SpecialAirSMisfire_Anim fmadds 1
melee/ft/kinds/ftLuigi/ftluigispecials.c:700 ftLg_SpecialSFly_Enter fmadds 1
melee/ft/kinds/ftLuigi/ftluigispecials.c:710 ftLg_SpecialSFly_Enter fmadds 1
melee/ft/kinds/ftMario/ftmariospecials.c:199 ftMr_SpecialS_Phys fmadds 1
melee/ft/kinds/ftMario/ftmariospecials.c:237 ftMr_SpecialAirS_Phys fmadds 1
melee/ft/kinds/ftMasterHand/ftmasterhandpoke.c:116 ftMh_Poke1_Phys fnmsub 3
melee/ft/kinds/ftMasterHand/ftmasterhandwalk.c:118 ftMh_WalkLoop_Anim fnmsub 3
melee/ft/kinds/ftMewtwo/ftmewtwospecialhi.c:407 ftMt_SpecialHi_Enter fnmsub 3
melee/ft/kinds/ftMewtwo/ftmewtwospecialhi.c:437 ftMt_SpecialHi_Enter fmadds 1
melee/ft/kinds/ftMewtwo/ftmewtwospecialhi.c:478 ftMt_SpecialAirHi_Enter fnmsub 3
melee/ft/kinds/ftMewtwo/ftmewtwospecialhi.c:508 ftMt_SpecialAirHi_Enter fmadds 1
melee/ft/kinds/ftMewtwo/ftmewtwospecialhi.c:512 ftMt_SpecialAirHi_Enter fmadds 1
melee/ft/kinds/ftMewtwo/ftmewtwospeciallw.c:222 ftMt_SpecialLw_CreateDisable fmadds 1
melee/ft/kinds/ftNana/ftnanaspecialhi.c:137 ftPp_SpecialHi_0_Phys fnmsubs 1
melee/ft/kinds/ftNana/ftnanaspecialhi.c:277 ftNn_Init_801237F8 fmadds 2
melee/ft/kinds/ftNana/ftnanaspecials.c:306 ftPp_SpecialS_0_Coll fnmsubs 1
melee/ft/kinds/ftNana/ftnanaspecials.c:362 ftPp_SpecialS_1_Coll fnmsubs 1
melee/ft/kinds/ftNess/ftnessattackhi4.c:83 ftNs_AttackHi4_YoyoApplyDamage fmadds 1
melee/ft/kinds/ftNess/ftnessattackhi4.c:83 ftNs_AttackHi4_YoyoApplyDamage fmsubs 1
melee/ft/kinds/ftNess/ftnessattackhi4.c:255 ftNs_AttackHi4_YoyoSetHitPosUnk fmadds 3
melee/ft/kinds/ftNess/ftnessattackhi4.c:283 ftNs_AttackHi4_YoyoCheckNoObstruct fmadds 1
melee/ft/kinds/ftNess/ftnessattackhi4.c:409 ftNs_AttackHi4_YoyoSetChargeDamage fmadds 1
melee/ft/kinds/ftNess/ftnessattackhi4.c:409 ftNs_AttackHi4_YoyoSetChargeDamage fmsubs 1
melee/ft/kinds/ftNess/ftnessattackhi4.c:684 ftNs_AttackHi4_Anim fmadds 1
melee/ft/kinds/ftNess/ftnessattackhi4.c:951 ftNs_AttackHi4Release_Phys fmadds 3
melee/ft/kinds/ftNess/ftnessattackhi4.c:1025 ftNs_AttackHi4Release_Enter fmadds 1
melee/ft/kinds/ftNess/ftnessattackhi4.c:1025 ftNs_AttackHi4Release_Enter fmsubs 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:15 sqrtf__Ff fnmsub 3
melee/ft/kinds/ftNess/ftnessspecialhi.c:140 ftNs_SpecialHi_ItemPKThunder_CheckNessCollide fmadds 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:154 ftNs_SpecialHi_ItemPKThunder_CheckNessCollide fmadds 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:474 ftNs_SpecialHi_Enter fmadds 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:516 ftNs_SpecialHi_Enter fmsubs 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:610 ftNs_SpecialAirHi_Enter fmadds 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:620 ftNs_SpecialAirHi_Enter fmsubs 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:898 ftNs_SpecialAirHiHold_Anim fmadds 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:903 ftNs_SpecialAirHiHold_Anim fmsubs 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:1131 ftNs_SpecialHi_Phys fnmsubs 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:1163 ftNs_SpecialHi_Phys fmsubs 1
melee/ft/kinds/ftNess/ftnessspecialhi.c:1272 ftNs_SpecialAirHi_Phys fnmsub 3
melee/ft/kinds/ftNess/ftnessspecialhi.c:1282 ftNs_SpecialAirHi_Phys fmsubs 1
melee/ft/kinds/ftNess/ftnessspeciallw.c:490 ftNs_SpecialLwTurn_Anim fnmsubs 1
melee/ft/kinds/ftNess/ftnessspeciallw.c:517 ftNs_SpecialAirLwTurn_Anim fnmsubs 1
melee/ft/kinds/ftNess/ftnessspecialn.c:106 ftNs_PKFlash_Init fmadds 1
melee/ft/kinds/ftNess/ftnessspecialn.c:205 ftNs_SpecialNStart_Anim fmadds 1
melee/ft/kinds/ftNess/ftnessspecialn.c:300 ftNs_SpecialAirNStart_Anim fmadds 1
melee/ft/kinds/ftNess/ftnessspecials.c:48 ftNs_SpecialS_ItemPKFireSpawn fmadds 1
melee/ft/kinds/ftPeach/ftpeachspecials.c:124 ftPe_SpecialSStart_Anim fmadds 2
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:200 ftPk_SpecialHiStart1_Anim fmsubs 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:202 ftPk_SpecialHiStart1_Anim fmsubs 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:239 ftPk_SpecialAirHiStart1_Anim fmsubs 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:241 ftPk_SpecialAirHiStart1_Anim fmsubs 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:266 ftPk_SpecialHi_8012642C fmadds 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:295 ftPk_SpecialAirHiStart1_Phys fmadds 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:336 ftPk_SpecialHiStart1_Coll fmadds 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:416 ftPk_SpecialHi_ChangeMotion_Unk02 fmadds 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:448 ftPk_SpecialHi_ChangeMotion_Unk03 fmadds 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:475 ftPk_SpecialHi_80126C0C fnmsub 3
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:498 ftPk_SpecialHi_80126C0C fmadds 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:548 ftPk_SpecialHi_80126E1C fnmsub 3
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:597 ftPk_SpecialHi_80126E1C fmadds 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:602 ftPk_SpecialHi_80126E1C fmadds 1
melee/ft/kinds/ftPikachu/ftpikachuspecialhi.c:633 ftPk_SpecialHi_80127064 fnmsub 3
melee/ft/kinds/ftPikachu/ftpikachuspecialn.c:59 ftPk_SpecialN_Anim fmadds 2
melee/ft/kinds/ftPikachu/ftpikachuspecialn.c:98 ftPk_SpecialAirN_Anim fmadds 2
melee/ft/kinds/ftPikachu/ftpikachuspecials.c:261 ftPk_SpecialS0_Anim fmadds 1
melee/ft/kinds/ftPikachu/ftpikachuspecials.c:279 ftPk_SpecialAirS0_Anim fmadds 1
melee/ft/kinds/ftPikachu/ftpikachuspecials.c:415 ftPk_SpecialS_ChangeMotion_Unk10 fmadds 2
melee/ft/kinds/ftPopo/ftpopospecialhi.c:64 ftPp_SpecialS_80120E68 fnmsubs 1
melee/ft/kinds/ftPopo/ftpopospecialhi.c:75 ftPp_SpecialS_80120E68 fnmsub 3
melee/ft/kinds/ftPopo/ftpopospeciallw.c:184 fn_80122D2C fmadds 1
melee/ft/kinds/ftPopo/ftpopospecialn.c:162 ftPp_SpecialN_8011F500 fmadds 1
melee/ft/kinds/ftPopo/ftpopospecials.c:357 ftPp_SpecialS1_Phys fmadds 1
melee/ft/kinds/ftPopo/ftpopospecials.c:416 ftPp_SpecialS2_Phys fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:393 ftPr_SpecialNLoop_Anim fmadds 1
