# Fused multiply-add sites in MWCC game code (port/tools/fma_scan.py objs).
# file:line function kind count
melee/ft/kinds/ftPurin/ftpurinspecialn.c:410 ftPr_SpecialNFull_Anim fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:471 ftPr_SpecialNTurn_Anim fmadd 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:539 ftPr_SpecialAirNChargeLoop_Anim fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:556 ftPr_SpecialAirNChargeFull_Anim fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:640 ftPr_SpecialAirNStartTurn_Anim fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:681 ftPr_SpecialNHit_Anim fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:898 ftPr_SpecialNTurn_Phys fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:900 ftPr_SpecialNTurn_Phys fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:904 ftPr_SpecialNTurn_Phys fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:906 ftPr_SpecialNTurn_Phys fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:1144 ftPr_SpecialNRelease_Coll fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:1151 ftPr_SpecialNRelease_Coll fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:1312 ftPr_SpecialAirNChargeRelease_Coll fmadds 1
melee/ft/kinds/ftPurin/ftpurinspecialn.c:1321 ftPr_SpecialAirNChargeRelease_Coll fmadds 1
melee/ft/kinds/ftSamus/ftsamusspeciallw0.c:84 ftSs_Init_80128AC8 fmadds 1
melee/ft/kinds/ftSamus/ftsamusspeciallw1.c:36 ftSs_SpecialLw_8012ADF0 fmadds 1
melee/ft/kinds/ftSamus/ftsamusspecialn.c:424 ftSs_SpecialS_8012A074 fmadds 1
melee/ft/kinds/ftSeak/ftseakspecialhi.c:417 ftSk_SpecialHi_80113838 fnmsub 3
melee/ft/kinds/ftSeak/ftseakspecialhi.c:443 ftSk_SpecialHi_80113838 fmadds 1
melee/ft/kinds/ftSeak/ftseakspecialhi.c:476 ftSk_SpecialHi_80113A30 fnmsub 3
melee/ft/kinds/ftSeak/ftseakspecialhi.c:504 ftSk_SpecialHi_80113A30 fmadds 1
melee/ft/kinds/ftSeak/ftseakspecialhi.c:506 ftSk_SpecialHi_80113A30 fmadds 1
melee/ft/kinds/ftSeak/ftseakspecialn.c:47 ftSk_SpecialN_80111FBC fmadds 1
melee/ft/kinds/ftSeak/ftseakspecialn.c:435 shootNeedles fmadds 1
melee/ft/kinds/ftSeak/ftseakspecialn.c:438 shootNeedles fmadds 1
melee/ft/kinds/ftSeak/ftseakspecialn.c:441 shootNeedles fmadds 1
melee/ft/kinds/ftSeak/ftseakspecialn.c:444 shootNeedles fmadds 2
melee/ft/kinds/ftSeak/ftseakspecials.c:62 ftSk_SpecialS_80110490 fmadds 1
melee/ft/kinds/ftSeak/ftseakspecials.c:72 ftSk_SpecialS_80110490 fnmsub 3
melee/ft/kinds/ftSeak/ftseakspecials.c:79 ftSk_SpecialS_80110490 fmadds 1
melee/ft/kinds/ftSeak/ftseakspecials.c:101 ftSk_SpecialS_80110610 fmadds 1
melee/ft/kinds/ftYoshi/ftyoshiguard.c:272 ftYs_Shield_8012C600 fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecialhi.c:78 ftYs_SpecialS_8012DF8C fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecialhi.c:79 ftYs_SpecialS_8012DF8C fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecialhi.c:113 fn_8012E110 fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispeciallw.c:35 fn_8012E644 fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:457 ftYs_SpecialAirSLoop_0_Anim fmadd 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:546 ftYs_SpecialAirSLoop_1_Anim fmadd 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:550 ftYs_SpecialAirSLoop_1_Anim fmadds 4
melee/ft/kinds/ftYoshi/ftyoshispecials.c:553 ftYs_SpecialAirSLoop_1_Anim fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:555 ftYs_SpecialAirSLoop_1_Anim fmadd 2
melee/ft/kinds/ftYoshi/ftyoshispecials.c:626 ftYs_SpecialAirSLoop_2_Anim fmadd 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:693 ftYs_SpecialAirSLoop_3_Anim fmadd 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:892 ftYs_SpecialAirSLoop_0_Phys fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:892 ftYs_SpecialAirSLoop_0_Phys fnmsubs 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:902 ftYs_SpecialAirSLoop_0_Phys fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:902 ftYs_SpecialAirSLoop_0_Phys fnmsubs 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:938 ftYs_SpecialAirSLoop_0_Phys fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:954 ftYs_SpecialAirSLoop_1_Phys fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:1111 ftYs_SpecialAirSLoop_0_Coll fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:1115 ftYs_SpecialAirSLoop_0_Coll fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:1150 ftYs_SpecialAirSLoop_1_Coll fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:1154 ftYs_SpecialAirSLoop_1_Coll fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:1228 ftYs_SpecialAirSLoop_2_Coll fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:1232 ftYs_SpecialAirSLoop_2_Coll fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:1297 ftYs_SpecialAirSLoop_3_Coll fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:1301 ftYs_SpecialAirSLoop_3_Coll fmadds 1
melee/ft/kinds/ftYoshi/ftyoshispecials.c:1330 ftYs_SpecialAirSLoop_3_Coll fmadd 1
melee/ft/kinds/ftZelda/ftzeldaspecialhi.c:392 ftZd_SpecialHi_8013A058 fnmsub 3
melee/ft/kinds/ftZelda/ftzeldaspecialhi.c:429 ftZd_SpecialHi_8013A058 fmadds 1
melee/ft/kinds/ftZelda/ftzeldaspecialhi.c:482 ftZd_SpecialHi_8013A244 fnmsub 3
melee/ft/kinds/ftZelda/ftzeldaspecialhi.c:520 ftZd_SpecialHi_8013A244 fmadds 1
melee/ft/kinds/ftZelda/ftzeldaspecialhi.c:523 ftZd_SpecialHi_8013A244 fmadds 1
melee/ft/kinds/ftZelda/ftzeldaspecials.c:104 ftZd_SpecialSStart_Anim fmadds 1
melee/ft/kinds/ftZelda/ftzeldaspecials.c:147 ftZd_SpecialSLoop_Anim fmadds 1
melee/ft/kinds/ftZelda/ftzeldaspecials.c:232 ftZd_SpecialAirSStart_Anim fmadds 1
melee/ft/kinds/ftZelda/ftzeldaspecials.c:274 ftZd_SpecialAirSLoop_Anim fmadds 1
melee/gm/gm_1798.c:339 fn_8017A078 fmadds 1
melee/gm/gm_1798.c:342 fn_8017A078 fmadds 1
melee/gm/gm_1798.c:344 fn_8017A078 fmadds 1
melee/gm/gm_1798.c:452 fn_8017A318 fmadds 1
melee/gm/gm_1798.c:455 fn_8017A318 fmadds 1
melee/gm/gm_1832.c:670 fn_801855BC fnmsub 4
melee/gm/gm_1832.c:755 fn_801857C4 fnmsub 4
melee/gm/gm_1832.c:763 fn_801857C4 fmadds 1
melee/gm/gm_1832.c:765 fn_801857C4 fmadds 2
melee/gm/gm_1884.c:450 fn_80188EE8 fmadds 1
melee/gm/gm_1884.c:927 fn_8018A000 fmadds 1
melee/gm/gm_1ADD.c:135 gm_801AE050 fmsubs 2
melee/gm/gm_1ADD.c:162 gm_801AE050 fmsubs 2
melee/gm/gmregclear.c:254 fn_8017F2A4 fmadds 1
melee/gm/gmregclear.c:648 fn_8017FE54 fmsubs 1
melee/gm/gmregenddisp.c:167 gm_801A85E4 fmadds 1
melee/gm/gmregenddisp.c:168 gm_801A85E4 fmadds 1
melee/gm/gmregenddisp.c:179 gm_801A85E4 fmadds 1
melee/gm/gmregenddisp.c:180 gm_801A85E4 fmadds 1
melee/gm/gmregenddisp.c:191 gm_801A85E4 fmadds 1
melee/gm/gmregenddisp.c:192 gm_801A85E4 fmadds 1
melee/gm/gmresult.c:536 fn_80174B4C fmadds 1
melee/gm/gmresult.c:668 fn_8017507C fmadds 1
melee/gm/gmresult.c:672 fn_8017507C fmadds 1
melee/gm/gmresult.c:678 fn_8017507C fmadds 1
melee/gm/gmstaffroll.c:828 fn_801AB200 fmadds 1
melee/gm/gmstaffroll.c:829 fn_801AB200 fnmsub 3
melee/gm/gmstaffroll.c:830 fn_801AB200 fmadds 1
melee/gm/gmstaffroll.c:831 fn_801AB200 fnmsub 3
melee/gm/gmstaffroll.c:979 fn_801AB200 fmadds 1
melee/gm/gmstaffroll.c:1053 fn_801AB200 fmadds 1
melee/gm/gmtou_0.c:214 fn_80190ABC fmadds 2
melee/gm/gmtou_0.c:231 fn_80190ABC fmadds 1
melee/gm/gmtou_0.c:816 fn_80191D38 fnmsubs 1
melee/gm/gmtou_0.c:864 fn_80191E9C fnmsubs 1
melee/gm/gmtou_0.c:1029 fn_8019237C fmadds 1
melee/gm/gmtou_0.c:1029 fn_8019237C fnmsubs 1
melee/gm/gmtou_0.c:1294 fn_80192BB0 fnmsubs 1
melee/gm/gmtou_0.c:1356 fn_80192E6C fmadds 1
melee/gm/gmtou_0.c:1356 fn_80192E6C fnmsubs 1
melee/gm/gmtou_0.c:1415 fn_80193308 fmadds 1
melee/gm/gmtou_1.c:577 fn_80196FFC fmadds 1
melee/gm/gmtou_1.c:579 fn_80196FFC fmsubs 1
melee/gm/gmtou_1.c:581 fn_80196FFC fmsubs 1
melee/gm/gmtou_1.c:661 fn_801973F8 fmadds 1
melee/gm/gmtou_1.c:661 fn_801973F8 fmsubs 2
melee/gm/gmtou_1.c:747 fn_801977AC fmadds 1
melee/gm/gmtou_1.c:747 fn_801977AC fmsubs 2
melee/gm/gmtou_1.c:767 fn_801977AC fmadds 1
melee/gm/gmtou_1.c:767 fn_801977AC fmsubs 2
melee/gm/gmtou_1.c:807 fn_80197AF0 fmadds 1
melee/gm/gmtou_1.c:807 fn_80197AF0 fmsubs 2
melee/gm/gmtou_1.c:879 fn_80197E18 fmadds 1
melee/gm/gmtou_1.c:879 fn_80197E18 fmsubs 2
melee/gm/gmtou_1.c:921 fn_80197FD8 fmadds 1
melee/gm/gmtou_1.c:921 fn_80197FD8 fmsubs 2
melee/gm/gmtou_1.c:963 fn_801981A0 fmadds 1
melee/gm/gmtou_1.c:963 fn_801981A0 fmsubs 2
melee/gm/gmtou_1.c:1010 fn_801983E4 fmadds 1
melee/gm/gmtou_1.c:1010 fn_801983E4 fmsubs 2
melee/gm/gmtou_1.c:1305 fn_80198EBC fmadds 1
melee/gm/gmtou_1.c:1307 fn_80198EBC fmadds 1
melee/gm/gmtou_1.c:1309 fn_80198EBC fmadds 1
melee/gm/gmtou_1.c:1311 fn_80198EBC fmsubs 1
melee/gm/gmtou_1.c:1356 fn_80198EBC fmadds 1
melee/gm/gmtou_1.c:1358 fn_80198EBC fmsubs 1
melee/gm/gmtou_1.c:1360 fn_80198EBC fmsubs 1
melee/gm/gmtou_2.c:224 fn_8019C048 fmadds 1
melee/gm/gmtou_2.c:226 fn_8019C048 fmsubs 1
melee/gm/gmtou_2.c:228 fn_8019C048 fmsubs 1
melee/gm/gmtou_2.c:289 fn_8019C3EC fmadds 1
melee/gm/gmtou_2.c:289 fn_8019C3EC fmsubs 2
melee/gm/gmtou_2.c:355 fn_8019C744 fmadds 1
melee/gm/gmtou_2.c:355 fn_8019C744 fmsubs 2
melee/gm/gmtou_2.c:369 fn_8019C744 fmadds 1
melee/gm/gmtou_2.c:369 fn_8019C744 fmsubs 2
melee/gm/gmtou_2.c:390 fn_8019CA38 fmadds 1
melee/gm/gmtou_2.c:390 fn_8019CA38 fmsubs 2
melee/gm/gmtou_2.c:431 fn_8019CC74 fmadds 1
melee/gm/gmtou_2.c:431 fn_8019CC74 fmsubs 2
melee/gm/gmtou_2.c:445 fn_8019CDBC fmsubs 1
melee/gm/gmtou_2.c:515 fn_8019D074 fmadds 1
melee/gm/gmtou_2.c:515 fn_8019D074 fmsubs 2
melee/gm/gmtou_2.c:564 fn_8019D1BC fmadds 1
melee/gm/gmtou_2.c:566 fn_8019D1BC fmadds 1
melee/gm/gmtou_2.c:568 fn_8019D1BC fmadds 1
melee/gm/gmtou_2.c:571 fn_8019D1BC fmsubs 1
melee/gm/gmtou_2.c:588 fn_8019D1BC fmadds 1
melee/gm/gmtou_2.c:588 fn_8019D1BC fmsubs 2
melee/gm/gmtou_2.c:666 fn_8019D1BC fmsubs 1
melee/gm/gmtou_2.c:683 fn_8019D1BC fmsubs 1
melee/gm/gmtoulib.c:584 fn_8018B090 fnmsubs 1
melee/gm/gmtoulib.c:591 fn_8018B090 fnmadds 1
melee/gm/gmtoulib.c:596 fn_8018B090 fnmsubs 1
melee/gm/gmtoulib.c:605 fn_8018B090 fnmadds 1
melee/gm/gmtoulib.c:610 fn_8018B090 fnmsubs 1
melee/gm/gmtoulib.c:617 fn_8018B090 fnmadds 1
melee/gm/gmtoulib.c:721 fn_8018B090 fnmsubs 1
melee/gm/gmtoulib.c:728 fn_8018B090 fnmadds 1
melee/gm/gmtoulib.c:733 fn_8018B090 fnmsubs 1
melee/gm/gmtoulib.c:742 fn_8018B090 fnmadds 1
melee/gm/gmtoulib.c:747 fn_8018B090 fnmsubs 1
melee/gm/gmtoulib.c:754 fn_8018B090 fnmadds 1
melee/gm/gmtoulib.c:1791 fn_8018E85C fmadds 1
melee/gm/gmtoulib.c:1795 fn_8018E85C fmadds 1
melee/gr/grbigblue.c:1226 fn_801E8560 fmadds 1
melee/gr/grbigblue.c:1231 fn_801E8560 fnmsub 3
melee/gr/grbigblue.c:1245 fn_801E8560 fmadds 1
melee/gr/grbigblue.c:1248 fn_801E8560 fmadds 1
melee/gr/grbigblue.c:1673 grBigBlue_801E93D8 fmadds 1
melee/gr/grbigblue.c:1674 grBigBlue_801E93D8 fmadds 1
melee/gr/grbigblue.c:2009 grBigBlue_801EA05C fmadds 2
melee/gr/grbigblue.c:2020 grBigBlue_801EA05C fmadds 2
melee/gr/grbigblue.c:2277 grBigBlue_801EACE8 fnmsubs 1
melee/gr/grbigblue.c:2279 grBigBlue_801EACE8 fmadds 1
melee/gr/grbigblue.c:2535 grBigBlue_801EB4AC fmadds 1
melee/gr/grbigblue.c:2799 grBigBlue_801EBAF8 fnmsubs 1
melee/gr/grbigblue.c:2800 grBigBlue_801EBAF8 fnmsubs 1
melee/gr/grbigblue.c:2833 grBigBlue_801EBAF8 fmadd 1
melee/gr/grbigblue.c:2833 grBigBlue_801EBAF8 fmsub 1
melee/gr/grbigblue.c:2869 grBigBlue_801EBAF8 fnmsubs 1
melee/gr/grbigblue.c:3090 grBigBlue_801EC6C0 fmadds 3
melee/gr/grbigblue.c:3564 grBigBlue_801ED694 fmadds 1
melee/gr/grbigblue.c:3617 grBigBlue_801ED694 fmadds 1
melee/gr/grbigblue.c:3646 grBigBlue_801ED694 fmsubs 1
melee/gr/grbigblue.c:3648 grBigBlue_801ED694 fmadds 1
melee/gr/grbigblue.c:3655 grBigBlue_801ED694 fmsubs 1
melee/gr/grbigblue.c:3657 grBigBlue_801ED694 fmadds 1
melee/gr/grbigblue.c:3665 grBigBlue_801ED694 fmadds 2
melee/gr/grbigblue.c:3684 grBigBlue_801ED694 fnmsubs 1
melee/gr/grbigblue.c:3701 grBigBlue_801ED694 fnmsubs 1
melee/gr/grbigblue.c:3702 grBigBlue_801ED694 fnmsubs 1
melee/gr/grbigblue.c:3731 grBigBlue_801ED694 fmadds 1
melee/gr/grbigblue.c:3743 grBigBlue_801ED694 fmadds 1
melee/gr/grbigblue.c:3745 grBigBlue_801ED694 fmsubs 1
melee/gr/grbigblue.c:3779 grBigBlue_801EDF44 fmadds 1
melee/gr/grbigblue.c:3793 grBigBlue_801EDF44 fnmsubs 1
melee/gr/grbigblue.c:4204 grBigBlue_801EE398 fmadds 3
melee/gr/grbigblue.c:4204 grBigBlue_801EE398 fnmsubs 1
melee/gr/grbigblue.c:4337 grBigBlue_801EEF00 fmadds 1
melee/gr/grbigblue.c:4337 grBigBlue_801EEF00 fnmsubs 1
melee/gr/grbigblue.c:4357 grBigBlue_801EEF00 fmadds 1
melee/gr/grbigblue.c:4357 grBigBlue_801EEF00 fnmsubs 1
melee/gr/grbigblueroute.c:715 grBigBlueRoute_8020C85C fmsubs 1
melee/gr/grbigblueroute.c:832 grBigBlueRoute_8020CD20 fmsubs 1
melee/gr/grbigblueroute.c:892 grBigBlueRoute_8020CD20 fmadds 1
melee/gr/grcastle.c:609 grCastle_801CDC44 fmadds 1
melee/gr/grcastle.c:634 grCastle_801CDC44 fmadds 1
melee/gr/grcastle.c:1947 grCastle_801D0BBC fmadd 1
melee/gr/grcastle.c:1957 grCastle_801D0D24 fmadd 1
melee/gr/grcorneria.c:721 grCorneria_801DD9A8 fmsubs 1
melee/gr/grcorneria.c:725 grCorneria_801DD9A8 fmsubs 1
melee/gr/grcorneria.c:1558 grCorneria_801DFC98 fmadds 1
melee/gr/grcorneria.c:1567 grCorneria_801DFC98 fmadds 1
melee/gr/grcorneria.c:1605 grCorneria_801DFF20 fmadds 1
melee/gr/grcorneria.c:1614 grCorneria_801DFF20 fmadds 1
melee/gr/grcorneria.c:1652 grCorneria_801E01A8 fmadds 1
melee/gr/grcorneria.c:1661 grCorneria_801E01A8 fmadds 1
melee/gr/grcorneria.c:1686 grCorneria_801E03C8 fmadds 1
melee/gr/grcorneria.c:1691 grCorneria_801E03C8 fmadds 1
melee/gr/grcorneria.c:1696 grCorneria_801E03C8 fmadds 1
melee/gr/grcorneria.c:1724 grCorneria_801E0678 fnmadds 1
melee/gr/grcorneria.c:1733 grCorneria_801E0678 fmadds 1
melee/gr/grcorneria.c:1750 grCorneria_801E08CC fnmsubs 1
melee/gr/grcorneria.c:1751 grCorneria_801E08CC fmadds 1
melee/gr/grcorneria.c:1759 grCorneria_801E08CC fnmsubs 1
melee/gr/grcorneria.c:1760 grCorneria_801E08CC fmadds 1
melee/gr/grcorneria.c:1768 grCorneria_801E08CC fnmsubs 1
melee/gr/grcorneria.c:1769 grCorneria_801E08CC fmadds 1
melee/gr/grcorneria.c:1785 grCorneria_801E0A74 fnmsubs 1
melee/gr/grcorneria.c:1786 grCorneria_801E0A74 fmadds 1
melee/gr/grcorneria.c:1794 grCorneria_801E0A74 fnmsubs 1
melee/gr/grcorneria.c:1795 grCorneria_801E0A74 fmadds 1
melee/gr/grcorneria.c:1803 grCorneria_801E0A74 fnmsubs 1
melee/gr/grcorneria.c:1804 grCorneria_801E0A74 fmadds 1
melee/gr/grcorneria.c:2031 grCorneria_801E1060 fmadds 1
melee/gr/grcorneria.c:2035 grCorneria_801E1060 fmadds 1
melee/gr/grcorneria.c:2042 grCorneria_801E1060 fmadds 1
melee/gr/grcorneria.c:2049 grCorneria_801E1060 fmadds 1
melee/gr/grcorneria.c:2252 grCorneria_801E1970 fmadds 1
melee/gr/grcorneria.c:2401 grCorneria_801E2228 fmadds 1
melee/gr/grcorneria.c:2401 grCorneria_801E2228 fmsubs 1
melee/gr/grcorneria.c:2416 grCorneria_801E2228 fmsubs 1
melee/gr/grcorneria.c:2420 grCorneria_801E2228 fmsubs 1
melee/gr/grcorneria.c:2421 grCorneria_801E2228 fmadds 1
melee/gr/grcorneria.c:2820 grCorneria_801E2EEC fmadds 1
melee/gr/grcorneria.c:2820 grCorneria_801E2EEC fnmsubs 1
melee/gr/grcorneria.c:2840 grCorneria_801E2FCC fmsubs 1
melee/gr/grdynamicattr.c:109 grDynamicAttr_801CA284 fnmsub 3
melee/gr/grflatzone.c:464 grFlatzone_802176BC fmadds 1
melee/gr/grflatzone.c:488 grFlatzone_802176BC fmadds 1
melee/gr/grgreatbay.c:894 grGreatBay_801F5E28 fmadds 1
melee/gr/grgreatbay.c:902 grGreatBay_801F5E28 fmadds 1
melee/gr/grgreatbay.c:910 grGreatBay_801F5E28 fmadds 1
melee/gr/grgreatbay.c:950 grGreatBay_801F60C4 fmadds 3
melee/gr/grgreens.c:690 grGreens_80213C10 fmadds 1
melee/gr/grgreens.c:831 grGreens_8021483C fmadds 3
melee/gr/grgreens.c:835 grGreens_8021483C fmadds 1
melee/gr/grgreens.c:841 grGreens_8021483C fmadds 3
melee/gr/grgreens.c:845 grGreens_8021483C fmadds 1
melee/gr/grgreens.c:1109 grGreens_802159B8 fmadds 1
melee/gr/grgreens.c:1116 grGreens_802159B8 fmadds 1
melee/gr/grhomerun.c:367 grHomeRun_8021D680 fmadds 1
melee/gr/grhomerun.c:419 grHomeRun_8021D680 fmadds 1
melee/gr/grhomerun.c:421 grHomeRun_8021D680 fnmsubs 1
melee/gr/grhomerun.c:429 grHomeRun_8021D680 fnmsubs 1
melee/gr/grhomerun.c:434 grHomeRun_8021D680 fnmsubs 1
melee/gr/grhomerun.c:439 grHomeRun_8021D680 fmadds 1
melee/gr/grhomerun.c:444 grHomeRun_8021D680 fmadds 1
melee/gr/grhomerun.c:502 grHomeRun_8021DF50 fmadds 1
melee/gr/grhomerun.c:566 grHomeRun_8021E0D4 fmadds 1
melee/gr/grhomerun.c:630 grHomeRun_8021E258 fmadds 1
melee/gr/grhomerun.c:694 grHomeRun_8021E3DC fmadds 1
melee/gr/grhomerun.c:786 grHomeRun_8021E500 fmadds 1
melee/gr/grhomerun.c:825 grHomeRun_8021EA30 fnmsubs 1
melee/gr/gricemt.c:855 stageGObj10_GObjProc fmsubs 1
melee/gr/gricemt.c:1267 stageGObj8_GObjProc fnmsubs 1
melee/gr/gricemt.c:1268 stageGObj8_GObjProc fmadds 1
melee/gr/gricemt.c:1653 grIceMt_801F993C fmadds 1
melee/gr/gricemt.c:1653 grIceMt_801F993C fnmsubs 1
melee/gr/gricemt.c:1838 grIceMt_801FA0BC fmadds 1
melee/gr/grinishie1.c:979 grInishie1_801FC110 fmadds 1
melee/gr/grinishie1.c:1124 fn_801FC9AC fmadds 1
melee/gr/grinishie1.c:1131 fn_801FC9AC fmadds 1
melee/gr/grizumi.c:461 grIzumi_801CC358 fmadds 1
melee/gr/grizumi.c:554 grIzumi_801CC358 fmadds 1
melee/gr/grkinokoroute.c:484 grKinokoRoute_80207C88 fnmsub 3
melee/gr/grkongo.c:223 fn_801D542C fmadds 1
melee/gr/grkongo.c:439 grKongo_801D577C fmadds 1
melee/gr/grkongo.c:562 grKongo_801D6074 fmadd 1
melee/gr/grkongo.c:678 grKongo_801D637C fmadd 1
melee/gr/grkongo.c:680 grKongo_801D637C fmadd 1
melee/gr/grkongo.c:780 grKongo_801D6668 fnmsub 3
melee/gr/grkongo.c:929 grKongo_801D6AFC fmadds 1
melee/gr/grkongo.c:931 grKongo_801D6AFC fmadds 1
melee/gr/grkongo.c:940 grKongo_801D6AFC fmadds 1
melee/gr/grkongo.c:942 grKongo_801D6AFC fmadds 1
melee/gr/grkongo.c:1093 fn_801D7700 fmadds 1
melee/gr/grkongo.c:1131 grKongo_801D77E0 fnmsubs 1
melee/gr/grkongo.c:1188 grKongo_801D7BBC fmadds 2
melee/gr/grkongo.c:1195 grKongo_801D7BBC fmadds 1
melee/gr/grkongo.c:1228 grKongo_801D7BBC fnmsubs 1
melee/gr/grkongo.c:1411 fn_801D8134 fmadds 1
melee/gr/grlast.c:443 grLast_8021AC30 fmadds 1
melee/gr/grlast.c:445 grLast_8021AC30 fmadds 1
melee/gr/grlast.c:499 grLast_8021ADD0 fmsubs 1
melee/gr/grlast.c:503 grLast_8021ADD0 fmadds 1
melee/gr/grlast.c:513 grLast_8021ADD0 fmsubs 1
melee/gr/grlast.c:516 grLast_8021ADD0 fmadds 1
melee/gr/grlib.c:340 grLib_801C9EE8 fmadds 2
melee/gr/grlib.c:341 grLib_801C9EE8 fmadds 2
melee/gr/grlib.c:349 grLib_801C9EE8 fmadds 2
melee/gr/grlib.c:350 grLib_801C9EE8 fmadds 2
melee/gr/grmutecity.c:1094 grMuteCity_801F0D20 fmadds 2
melee/gr/grmutecity.c:1098 grMuteCity_801F0D20 fmadds 2
melee/gr/grmutecity.c:1108 grMuteCity_801F0D20 fmadds 4
melee/gr/grmutecity.c:1611 grMuteCity_801F1A34 fmadd 3
melee/gr/grmutecity.c:1611 grMuteCity_801F1A34 fmadds 3
melee/gr/grmutecity.c:1633 grMuteCity_801F1A34 fmadds 1
melee/gr/grmutecity.c:1636 grMuteCity_801F1A34 fnmsub 3
melee/gr/grmutecity.c:1673 grMuteCity_801F1A34 fmsubs 1
melee/gr/grmutecity.c:1977 grMuteCity_801F2C10 fmadds 1
melee/gr/groldkongo.c:477 stageGObj2_GObjProc fmadds 1
melee/gr/groldkongo.c:477 stageGObj2_GObjProc fmsubs 1
melee/gr/groldkongo.c:552 grOldKongo_80210454 fmadds 1
melee/gr/groldpupupu.c:394 grOldPupupu_80210D10 fnmsubs 1
melee/gr/groldpupupu.c:400 grOldPupupu_80210D10 fnmsubs 1
melee/gr/groldpupupu.c:404 grOldPupupu_80210D10 fmadds 1
melee/gr/groldpupupu.c:404 grOldPupupu_80210D10 fmsubs 1
melee/gr/groldyoshi.c:359 grOldYoshi_8020F088 fmsubs 1
melee/gr/groldyoshi.c:449 grOldYoshi_8020F31C fmadds 1
melee/gr/gronett.c:347 grOnett_801E3DA0 fmadds 1
melee/gr/gronett.c:570 grOnett_801E43E0 fmadds 1
melee/gr/gronett.c:701 grOnett_801E43E0 fmadds 1
melee/gr/gronett.c:821 grOnett_801E5214 fnmsubs 1
melee/gr/gronett.c:823 grOnett_801E5214 fmadds 1
melee/gr/ground.c:3014 Ground_801C4FAC fmadds 1
melee/gr/ground.c:3014 Ground_801C4FAC fnmsub 3
melee/gr/ground.c:3051 Ground_801C4FAC fnmsub 3
melee/gr/ground.c:3058 Ground_801C4FAC fnmsub 3
melee/gr/grpstadium.c:2111 grStadium_801D4548 fnmsubs 1
melee/gr/grpura.c:466 stageGObj1_GObjProc fmadds 3
melee/gr/grpushon.c:200 grPushOn_802184CC fmsubs 1
melee/gr/grpushon.c:203 grPushOn_802184CC fmsubs 1
melee/gr/grpushon.c:206 grPushOn_802184CC fmsubs 1
melee/gr/grpushon.c:209 grPushOn_802184CC fmsubs 1
melee/gr/grpushon.c:365 grPushOn_80218888 fnmsub 3
melee/gr/grpushon.c:434 grPushOn_80218888 fnmsub 3
melee/gr/grrcruise.c:438 grRCruise_801FFADC fnmsubs 2
melee/gr/grrcruise.c:665 grRCruise_80200578 fmadds 1
melee/gr/grrcruise.c:667 grRCruise_80200578 fnmsub 3
melee/gr/grrcruise.c:670 grRCruise_80200578 fmadds 1
melee/gr/grrcruise.c:672 grRCruise_80200578 fmadds 1
melee/gr/grrcruise.c:685 grRCruise_8020071C fnmsubs 1
melee/gr/grrcruise.c:725 grRCruise_8020071C fmadds 1
melee/gr/grrcruise.c:925 grRCruise_80201110 fmadd 1
melee/gr/grrcruise.c:926 grRCruise_80201110 fmadd 1
melee/gr/grshrineroute.c:793 grShrineRoute_80209AF0 fmadds 1
